[14Dec2024 21:01:51.096] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.12, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[14Dec2024 21:01:51.100] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[14Dec2024 21:01:52.096] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[14Dec2024 21:01:52.148] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/comoasi/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[14Dec2024 21:01:52.194] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[14Dec2024 21:01:52.195] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/comoasi/servidor_minecraft
[14Dec2024 21:01:52.196] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/comoasi/servidor_minecraft/mods
[14Dec2024 21:01:52.197] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[14Dec2024 21:01:52.204] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/comoasi/servidor_minecraft/config/mods_optimizer/config.toml
[14Dec2024 21:01:52.278] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/comoasi/servidor_minecraft and mods dir /workspaces/comoasi/servidor_minecraft/mods for target SERVER in 79 ms.
[14Dec2024 21:01:52.279] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[14Dec2024 21:01:52.282] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~127 mods in /workspaces/comoasi/servidor_minecraft/mods with file extension .jar ...
[14Dec2024 21:01:52.332] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/comoasi/servidor_minecraft/mods/spellbound-weapons-v4.0.5m.jar, which is expected in some cases.
[14Dec2024 21:01:52.343] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2023-12-11T00:18:42+01:00:
[14Dec2024 21:01:52.402] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/comoasi/servidor_minecraft/mods/YungsApi-1.20-Forge-4.0.5.jar!
[14Dec2024 21:01:52.424] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterdungeons[1] section of the mods.toml file /workspaces/comoasi/servidor_minecraft/mods/YungsBetterDungeons-1.20-Forge-4.0.4.jar!
[14Dec2024 21:01:52.430] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterendisland[1] section of the mods.toml file /workspaces/comoasi/servidor_minecraft/mods/YungsBetterEndIsland-1.20-Forge-2.0.6.jar!
[14Dec2024 21:01:52.435] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterwitchhuts[1] section of the mods.toml file /workspaces/comoasi/servidor_minecraft/mods/YungsBetterWitchHuts-1.20-Forge-3.0.3.jar!
[14Dec2024 21:01:52.447] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterjungletemples[1] section of the mods.toml file /workspaces/comoasi/servidor_minecraft/mods/YungsBetterJungleTemples-1.20-Forge-2.0.5.jar!
[14Dec2024 21:01:52.454] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/comoasi/servidor_minecraft/mods/Patchouli-1.20.1-84-FORGE.jar!
[14Dec2024 21:01:52.488] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.bettermineshafts[1] section of the mods.toml file /workspaces/comoasi/servidor_minecraft/mods/YungsBetterMineshafts-1.20-Forge-4.0.4.jar!
[14Dec2024 21:01:52.502] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for paraglider from UNKNOWN to DEFAULT
[14Dec2024 21:01:52.508] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to DEFAULT
[14Dec2024 21:01:52.512] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-06-29-18:00:11:
[14Dec2024 21:01:52.526] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 2 data pack mods in 122 mods.
[14Dec2024 21:01:52.527] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 server mods in 122 mods.
[14Dec2024 21:01:52.527] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 119 default mods in 122 mods.
[14Dec2024 21:01:52.528] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[14Dec2024 21:01:52.528] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[14Dec2024 21:01:52.542] [main/INFO] [Mods Optimizer/]: | biomesoplenty                      | 18.0.0-598             | FORGE    | DEFAULT           | 2023-09-23 09:57:59 |
[14Dec2024 21:01:52.543] [main/INFO] [Mods Optimizer/]: | born_in_chaos_v1                   | 1.0.0                  | FORGE    | UNKNOWN           | 2024-12-11 00:32:51 |
[14Dec2024 21:01:52.543] [main/INFO] [Mods Optimizer/]: | lionfishapi                        | 1.9.0                  | FORGE    | DEFAULT           | 2024-05-22 20:14:08 |
[14Dec2024 21:01:52.544] [main/INFO] [Mods Optimizer/]: | wthit                              | 8.15.5                 | FORGE    | DEFAULT           | 2024-12-09 18:25:24 |
[14Dec2024 21:01:52.544] [main/INFO] [Mods Optimizer/]: | cataclysm                          | 1.99.5                 | FORGE    | DEFAULT           | 2024-06-26 09:05:29 |
[14Dec2024 21:01:52.545] [main/INFO] [Mods Optimizer/]: | curios                             | 5.10.0+1.20.1          | FORGE    | DEFAULT           | 2024-08-31 05:02:18 |
[14Dec2024 21:01:52.545] [main/INFO] [Mods Optimizer/]: | patchouli                          | 1.20.1-84-FORGE        | FORGE    | UNKNOWN           | 2024-12-11 00:34:10 |
[14Dec2024 21:01:52.545] [main/INFO] [Mods Optimizer/]: | collective                         | 7.84.0                 | MIXED    | UNKNOWN           | 2024-08-15 15:30:33 |
[14Dec2024 21:01:52.546] [main/INFO] [Mods Optimizer/]: | cerbons_api                        | 1.1.0                  | FORGE    | DEFAULT           | 2024-12-11 00:32:58 |
[14Dec2024 21:01:52.546] [main/INFO] [Mods Optimizer/]: | attributeslib                      | 1.3.5                  | FORGE    | UNKNOWN           | 2024-05-13 00:01:13 |
[14Dec2024 21:01:52.547] [main/INFO] [Mods Optimizer/]: | not_just_sandwich                  | 1.9.1                  | FORGE    | UNKNOWN           | 2024-12-11 00:34:09 |
[14Dec2024 21:01:52.547] [main/INFO] [Mods Optimizer/]: | bettervillage                      | 3.2.0                  | FORGE    | DEFAULT           | 2024-10-26 11:13:40 |
[14Dec2024 21:01:52.548] [main/INFO] [Mods Optimizer/]: | gobber2                            | 2.8.9                  | FORGE    | DEFAULT           | 2024-05-08 17:11:13 |
[14Dec2024 21:01:52.548] [main/INFO] [Mods Optimizer/]: | atlaslib                           | 1.1.12                 | FORGE    | UNKNOWN           | 2024-04-11 18:35:27 |
[14Dec2024 21:01:52.548] [main/INFO] [Mods Optimizer/]: | worldedit                          | 7.2.15+6463-5ca4dff    | MIXED    | DEFAULT           | 2024-12-11 00:35:52 |
[14Dec2024 21:01:52.549] [main/INFO] [Mods Optimizer/]: | architectury                       | 9.2.14                 | FORGE    | DEFAULT           | 2024-12-11 00:32:36 |
[14Dec2024 21:01:52.549] [main/INFO] [Mods Optimizer/]: | mcwfurnitures                      | 3.3.0                  | FORGE    | UNKNOWN           | 2024-08-02 13:13:24 |
[14Dec2024 21:01:52.550] [main/INFO] [Mods Optimizer/]: | cupboard                           | 1.20.1-2.7             | FORGE    | DEFAULT           | 2024-06-24 22:44:28 |
[14Dec2024 21:01:52.550] [main/INFO] [Mods Optimizer/]: | flib                               | 0.0.14                 | FORGE    | DEFAULT           | 2024-07-02 08:55:07 |
[14Dec2024 21:01:52.551] [main/INFO] [Mods Optimizer/]: | betterendisland                    | 1.202.0-6              | FORGE    | UNKNOWN           | 2024-03-18 22:33:53 |
[14Dec2024 21:01:52.551] [main/INFO] [Mods Optimizer/]: | framework                          | 0.7.11                 | FORGE    | UNKNOWN           | 2024-10-14 04:30:55 |
[14Dec2024 21:01:52.551] [main/INFO] [Mods Optimizer/]: | bettermineshafts                   | 1.204.0-4              | FORGE    | UNKNOWN           | 2023-09-25 16:44:02 |
[14Dec2024 21:01:52.552] [main/INFO] [Mods Optimizer/]: | enchantinginfuser                  | 8.0.3                  | FORGE    | DEFAULT           | 2024-07-13 15:30:42 |
[14Dec2024 21:01:52.552] [main/INFO] [Mods Optimizer/]: | playerrevive                       | 2.0.27                 | FORGE    | DEFAULT           | 2024-08-20 16:18:26 |
[14Dec2024 21:01:52.553] [main/INFO] [Mods Optimizer/]: | cyclic                             | 1.12.11                | FORGE    | DEFAULT           | 2024-08-11 19:25:30 |
[14Dec2024 21:01:52.553] [main/INFO] [Mods Optimizer/]: | betterjungletemples                | 1.202.0-5              | FORGE    | UNKNOWN           | 2024-05-09 23:08:40 |
[14Dec2024 21:01:52.554] [main/INFO] [Mods Optimizer/]: | smartbrainlib                      | 1.15.0                 | FORGE    | DEFAULT           | 2024-08-23 14:23:32 |
[14Dec2024 21:01:52.554] [main/INFO] [Mods Optimizer/]: | soulsweapons                       | 0.0.0                  | FORGE    | DEFAULT           | 2024-12-11 00:34:52 |
[14Dec2024 21:01:52.554] [main/INFO] [Mods Optimizer/]: | cucumber                           | 7.0.11                 | FORGE    | DEFAULT           | 2024-08-01 15:20:34 |
[14Dec2024 21:01:52.555] [main/INFO] [Mods Optimizer/]: | mutantmonsters                     | 8.0.7                  | FORGE    | DEFAULT           | 2024-02-14 13:20:07 |
[14Dec2024 21:01:52.555] [main/INFO] [Mods Optimizer/]: | kleiders_custom_renderer           | 7.2.0                  | FORGE    | UNKNOWN           | 2024-12-11 00:33:41 |
[14Dec2024 21:01:52.556] [main/INFO] [Mods Optimizer/]: | jei                                | 15.20.0-105            | FORGE    | DEFAULT           | 2024-12-11 00:33:40 |
[14Dec2024 21:01:52.556] [main/INFO] [Mods Optimizer/]: | attributefix                       | 21.0.4                 | FORGE    | DEFAULT           | 2023-11-29 11:27:15 |
[14Dec2024 21:01:52.556] [main/INFO] [Mods Optimizer/]: | commonnetworking                   | 1.0.5-1.20.1           | FORGE    | DEFAULT           | 2024-12-11 00:33:01 |
[14Dec2024 21:01:52.556] [main/INFO] [Mods Optimizer/]: | tacz                               | 1.0.3                  | FORGE    | DEFAULT           | 2024-12-11 00:35:01 |
[14Dec2024 21:01:52.557] [main/INFO] [Mods Optimizer/]: | wom                                | 0.0.0                  | FORGE    | DEFAULT           | 2024-11-10 00:22:09 |
[14Dec2024 21:01:52.557] [main/INFO] [Mods Optimizer/]: | libraryferret                      | 4.0.0                  | FORGE    | DEFAULT           | 2023-06-21 18:22:37 |
[14Dec2024 21:01:52.557] [main/INFO] [Mods Optimizer/]: | caelus                             | 3.2.0+1.20.1           | FORGE    | DEFAULT           | 2024-04-22 00:58:26 |
[14Dec2024 21:01:52.558] [main/INFO] [Mods Optimizer/]: | reap                               | 1.20.1-1.1.2           | FORGE    | DEFAULT           | 2024-08-03 16:05:11 |
[14Dec2024 21:01:52.558] [main/INFO] [Mods Optimizer/]: | waystones                          | 14.1.5                 | FORGE    | DEFAULT           | 2024-08-25 05:44:08 |
[14Dec2024 21:01:52.558] [main/INFO] [Mods Optimizer/]: | epicfight                          | 20.9.5                 | FORGE    | DEFAULT           | 2024-10-29 21:30:48 |
[14Dec2024 21:01:52.559] [main/INFO] [Mods Optimizer/]: | fabledweaponry                     | 1.20.1-1.0.7.5         | FORGE    | DEFAULT           | 2024-05-29 14:55:23 |
[14Dec2024 21:01:52.559] [main/INFO] [Mods Optimizer/]: | artifacts                          | 9.5.11                 | FORGE    | DEFAULT           | 2024-12-11 00:32:37 |
[14Dec2024 21:01:52.560] [main/INFO] [Mods Optimizer/]: | epherolib                          | 0.1.2                  | FORGE    | DEFAULT           | 2023-11-21 20:38:48 |
[14Dec2024 21:01:52.560] [main/INFO] [Mods Optimizer/]: | sereneseasons                      | 9.1.0-0                | FORGE    | DEFAULT           | 2024-10-07 05:05:32 |
[14Dec2024 21:01:52.560] [main/INFO] [Mods Optimizer/]: | badpackets                         | 0.4.3                  | FORGE    | UNKNOWN           | 2024-12-11 00:32:41 |
[14Dec2024 21:01:52.561] [main/INFO] [Mods Optimizer/]: | libx                               | 1.20.1-5.0.12          | FORGE    | DEFAULT           | 2024-12-11 00:34:00 |
[14Dec2024 21:01:52.561] [main/INFO] [Mods Optimizer/]: | glitchcore                         | 0.0.0                  | FORGE    | DEFAULT           | 2024-10-06 09:39:40 |
[14Dec2024 21:01:52.561] [main/INFO] [Mods Optimizer/]: | mods_optimizer                     | 2.0.0                  | FORGE    | DEFAULT           | 2024-02-25 20:14:49 |
[14Dec2024 21:01:52.562] [main/INFO] [Mods Optimizer/]: | hopour                             | 1.1.4                  | MIXED    | UNKNOWN           | 2022-07-06 18:05:39 |
[14Dec2024 21:01:52.562] [main/INFO] [Mods Optimizer/]: | impactful                          | 20.8.2                 | FORGE    | DEFAULT           | 2024-08-17 23:26:47 |
[14Dec2024 21:01:52.562] [main/INFO] [Mods Optimizer/]: | mahoutsukai                        | 1.20.1-v1.34.78        | FORGE    | UNKNOWN           | 2024-11-07 17:30:00 |
[14Dec2024 21:01:52.562] [main/INFO] [Mods Optimizer/]: | iceandfire                         | 2.1.13-1.20.1          | FORGE    | DEFAULT           | 2024-08-15 16:28:35 |
[14Dec2024 21:01:52.563] [main/INFO] [Mods Optimizer/]: | kenjiscombatforms                  | 1.1.3                  | FORGE    | DEFAULT           | 2024-09-29 02:21:11 |
[14Dec2024 21:01:52.563] [main/INFO] [Mods Optimizer/]: | wthitharvestability                | 2.2.0                  | FORGE    | DEFAULT           | 2024-12-14 19:50:28 |
[14Dec2024 21:01:52.563] [main/INFO] [Mods Optimizer/]: | azurelib                           | 2.0.39                 | FORGE    | DEFAULT           | 2024-10-04 10:37:47 |
[14Dec2024 21:01:52.564] [main/INFO] [Mods Optimizer/]: | watut                              | 1.20.1-1.1.3           | FORGE    | DEFAULT           | 2024-08-05 02:22:29 |
[14Dec2024 21:01:52.564] [main/INFO] [Mods Optimizer/]: | usefulslime                        | 1.8.1                  | FORGE    | DEFAULT           | 2024-02-03 22:41:22 |
[14Dec2024 21:01:52.564] [main/INFO] [Mods Optimizer/]: | infernalmobs                       | 3.0.0                  | FORGE    | UNKNOWN           | 2024-06-24 23:17:22 |
[14Dec2024 21:01:52.565] [main/INFO] [Mods Optimizer/]: | ironchest                          | 1.20.1-14.4.4          | FORGE    | UNKNOWN           | 2023-06-28 22:26:17 |
[14Dec2024 21:01:52.565] [main/INFO] [Mods Optimizer/]: | mysticalagriculture                | 7.0.12                 | FORGE    | DEFAULT           | 2024-08-01 15:27:17 |
[14Dec2024 21:01:52.565] [main/INFO] [Mods Optimizer/]: | uchicraftana                       | 1.0.1                  | FORGE    | UNKNOWN           | 2024-12-11 00:35:36 |
[14Dec2024 21:01:52.566] [main/INFO] [Mods Optimizer/]: | useless_sword                      | 1.4.1                  | FORGE    | UNKNOWN           | 2024-12-11 00:35:38 |
[14Dec2024 21:01:52.566] [main/INFO] [Mods Optimizer/]: | alexscaves                         | 2.0.2                  | FORGE    | DEFAULT           | 2024-10-26 10:13:03 |
[14Dec2024 21:01:52.566] [main/INFO] [Mods Optimizer/]: | terrablender                       | 3.0.1-7                | FORGE    | DEFAULT           | 2024-05-28 09:37:54 |
[14Dec2024 21:01:52.567] [main/INFO] [Mods Optimizer/]: | silentlib                          | 8.0.0                  | FORGE    | DEFAULT           | 2023-06-13 19:14:56 |
[14Dec2024 21:01:52.567] [main/INFO] [Mods Optimizer/]: | creativecore                       | 2.11.37                | FORGE    | DEFAULT           | 2024-08-21 14:44:54 |
[14Dec2024 21:01:52.567] [main/INFO] [Mods Optimizer/]: | corgilib                           | 4.0.3-2                | FORGE    | DEFAULT           | 2024-12-11 00:33:09 |
[14Dec2024 21:01:52.568] [main/INFO] [Mods Optimizer/]: | mutil                              | 6.1.1                  | FORGE    | DEFAULT           | 2023-10-29 19:27:04 |
[14Dec2024 21:01:52.568] [main/INFO] [Mods Optimizer/]: | soulslikeuniverse                  | 35.1.20-1              | FORGE    | UNKNOWN           | 2024-12-11 00:34:17 |
[14Dec2024 21:01:52.569] [main/INFO] [Mods Optimizer/]: | brutalbosses                       | 1.20.1-7.1             | FORGE    | DEFAULT           | 2024-07-26 00:04:23 |
[14Dec2024 21:01:52.569] [main/INFO] [Mods Optimizer/]: | spartanshields                     | 3.1.1                  | FORGE    | DEFAULT           | 2024-06-18 21:26:57 |
[14Dec2024 21:01:52.569] [main/INFO] [Mods Optimizer/]: | xaerominimap                       | 24.3.0                 | FORGE    | DEFAULT           | 2024-08-16 14:00:09 |
[14Dec2024 21:01:52.570] [main/INFO] [Mods Optimizer/]: | gravestone                         | 1.20.1-1.0.24          | FORGE    | DEFAULT           | 2024-10-08 11:27:13 |
